,message,category
126,"Florence Tethier, in her debut collection for Jean Paul Gaultier in 2021, referred directly to the brand's biggest hits: stretch tulle body stockings embellished with a recognizable Breton stripe and an optical illusion dress from the spring-summer 1996 collection. By the way, the vintage version was worn by Kim Kardashian in 2019. And Glenn Martens slightly updated the iconic mesh in his couture collection for Jean Paul Gaultier spring-summer 2022. We saw whimsical dresses with ruffles, rainbow print and other interesting details.",2
127,"There's still time before spring, and we can't wait to wear crop tops, miniskirts, and flowy dresses. As you update your outerwear, from light-coloured coats (while it's still cold) to trench coats, don't forget lighter pieces as well. In addition to shirts, T-shirts and T-shirts, you should also pay attention to bralettes. Influencers especially like to wear them with jackets - a standard combination, but on days when the weather changes every hour, they will help out as well as possible.",2
128,"in Milan, the Prada women's collection autumn-winter 2022 was shown - in the same place where Raf and Miuccia presented the last men's collection, in the Fondazione Prada building. The highlight of the new collection is the alcoholic tank top, an item that last hit the market just two years ago and that looks set to repeat itself in the near future.",2
129,"At the current Fashion Weeks, one global trend has been identified - designers are not trying to surprise anyone. The collections are based on simple, well-known wardrobe items – for example, the new Bottega Veneta by Mathieu Blasy and Prada has a white T-shirt, Jil Sander has a classic jacket in basic shades, and Gucci, Sportmax and Tod’s have a gray coat. We usually say about the latter that this is a smart investment in the wardrobe, because the gray coat will definitely not become outdated and will not go out of fashion, and in the autumn-winter 2022 season it will be a trend at all.",2
130,"If you are planning to update your wardrobe, a gray coat will be a smart investment. For example, rich blues, blues and yellows, as well as all the basic colors, so an overcast sky or wet asphalt coat in practice will be no less versatile than black.",2
131,"When creating a dress for his muse, the designer can only guess if it will become iconic. In 2003, Jennifer Lopez appeared in a luxurious mint-colored Valentino toga dress, embroidered with crystals along the hem. Since then, it has been included in all the collections of her best outings of all time, and in large part thanks to the idea behind this outfit - namely Jacqueline Kennedy.",2
132,"mint with an open shoulder, embellished with shimmering small crystals. Valentino created it as part of the autumn-winter 1967 haute couture collection. And will repeat it in 2001 for the Crown Princess of Greece Marie-Chantal and her appearance at the Met Gala. Not surprisingly, the theme of that year's Costume Institute ball was ""Jacqueline Kennedy: Years in the White House."" And although this dress belongs to the next period of Kennedy's life, it has become a cult in the history of her exits.",2
133,"So, the 55th Golden Globes ceremony. The Ray of Light Madonna, Michael J. Fox with another figurine, Kate Winslet shining after the Titanic - we definitely would like to visit this ceremony. Among the guests was Brooke Shields, who received a nomination for her lead role in the sitcom Unpredictable Susan. For her, it was a whole event, and, like any nominee, she approached the choice of outfit with special trepidation. The responsible mission was entrusted to Richard Tyler, now known to most as the judge of the Project Runway. Tyler has dressed top Hollywood actresses over the years and is one of Sarah Jessica Parker's favorite designers. For the Golden Globes in 1998, he created for Shields a scarlet bustier dress with a shawl.",2
134,"How to choose the right wardrobe in 2022? 👇🏻Specially for you, HC prepared answers to this and many other questions: ▪️ The main trends in women's wardrobe spring/summer 2022 ▪️ Trends in men's wardrobe in 2022 ✔️ Subscribe to be the first to know the news of the fashion world and be in trend with HC!👉https ://t.me/hcmodainfo",2
135,"Doll, prom queen, Marilyn Monroe - throughout her career, Courtney Love tried on many roles, and each played in an original manner. An exemplary blond, smeared smoky and “moved out” red lipstick - an image that you can’t confuse with anyone. And also - dresses from the Hollywood diva's wardrobe and silk combinations, in which she went on the red carpet and on stage at the ready with a guitar. And in fashion, she is clearly an underestimated figure. You ask: how can you become an icon of style, if one day the designer himself saw a fake dress of his authorship on you? Actually, it's possible. The current times with starlets bred by Pygmalion image makers only prove this - such genuine and sincere ones can hardly be found now, and this is the most important thing in matters of style.",2
136,"This is also Haider Ackermann and yes, there is a concept here too. The main action of the film takes place at night, when the vampire heroes can finally go outside. “So I decided that Tilda should be visible even at night, for this she should shine.” The image is not only an outfit, but also make-up, in which the designer also takes part. For example, in this case, red lips became his idea - they symbolize the blood that the main characters are forced to drink in order to continue to live.",2
137,"We are now, of course, not about the ultra-short dress of Santa's girlfriend, but about the top in the form of a butterfly, studded with rhinestones. He even appeared on the cover of the American ELLE - and on Salma Hayek herself, who then released several films and series a year. The cover was forgotten, but Mariah, who wore it in Madison Square Garden for a concert in honor of Diana Ross, was not. Top she complemented with jeans with a low rise popular at the time and graceful sandals.",2
138,"Barbra Streisand is a unique phenomenon of her time and a prime example of the fact that deviation from the mold leads to great success. She has always been a “funny girl”, a “Martian”, but most importantly, herself, and it was her acceptance of herself, in addition to her magical voice, charisma and acting talent, that became her main trump card up her sleeve. Today, Streisand is considered one of the most commercially successful women in show business - she is the only one who topped the Billboard 200 list for sixty years. Her musical career began in a gay bar in Manhattan in 1960, and in 1969 she received "" Oscar, and this time for his film debut - in the comedy Funny Girl by William Wyler. That evening was remembered not only by her and her fans, but in general by everyone who saw Streisand's outfit, at least in photographs.",2
139,"Naomi met Gianni Versace at the very beginning of her career. She was then 17 years old, but she had already posed for several editions of Vogue and received the title of one of the main models of her time. Subsequently, not a single show was complete without her participation. By the way, during the life of Versace, his shows were the only ones in which Naomi participated. Donatella Versace recalls: he even helped her dress for the show. He adored her, and she, thanks to his attitude towards her, considered herself part of the Versace family.",2
140,"As for the very definition of ""dangerous dress"", there is a nuance here. At first glance, a light, open and, well, very bold outfit, in fact, was a complex structure - a jumpsuit was sewn inside, warning against any embarrassment. Bella's main task was to carefully hide it, keeping the intrigue. Salser and Vautier had no doubts about the success, ""because Bella is self-confident and smart."" So the whole danger of the outfit came down to the failure of Operation Sensation - after all, if everyone knew about the existence of a secret leotard, it is unlikely that Bella would have hit the top requests in May of that year. Sometimes the legend is more important than the truth, and this principle has remained the main one for the industry over the past few years.",2
141,"Yesterday, Isabel Marant’s fall-winter 2022 collection was shown in Paris. To the live accompaniment of the American band Blonde Redhead (whose Isabelle Maran herself is a big fan of), models walked the runway in cargo pants, oversized jeans and fluffy sweaters. This collection was one of those that you want to instantly try on yourself.",2
142,"LOVERS IN THE BAR ❤️‍🔥 You sit in the bar and sip 🍹 Stockings and no underwear under your evening dress. Suddenly, a strange hand touches your back: “Can I treat you to another 🍸?” This is your partner who is standing behind you and pretending that he does not know you. Continuation of the game ⬇️https://t.me/filippovaanastasiya/2214",2
143,"One of the main headliners of the show was Naomi Campbell, a close friend of the designer, who also took part in the show of his final collection for Louis Vuitton in January. Other legendary supermodels of the 1990s appeared on the catwalk - Amber Valletta and Helena Christensen. They know better than anyone how much fashion has changed with the advent of Virgil Abloh. A new galaxy of models on the catwalk was represented by sisters Hadid, Kendall Jenner and Adut Akech. And the link between the two generations was the mother and daughter of Cindy Crawford and Kaia Gerber.",2
144,"If you've been following fashion weeks, you've probably noticed the color purple. Like green in 2021, next year it will also be impossible to ignore it - at past shows, designers not only added a couple of accent details, but dressed models in all shades of this color from head to toe.",2
145,"What do you associate lavender with? Provence, candied violets from Ladurée, Jeanne Damas cardigan - for us, this color primarily symbolizes France. It is also the color of spring. As you know, the right shade can become an effective psychotherapy, so lavender, which reminds us of holidays and the warmest days, gradually migrated to the autumn wardrobe - when we especially miss the sun and other joys of life.",2
146,"Nicola Brognano's love for lavender does not end with a knitted dress. He also came up with a smart elongated cardigan with a fur trim, which he suggests wearing with a belt from zero and flared jeans - not only Paris Hilton in the early 2000s, but also Bella Hadid could easily dress like that.",2
147,"More and more international brands leave Russia every day. The work of stores (including online) has already been suspended in the country by H&M Group (H&M, COS, & Other Stories, etc.), Inditex (Zara, Massimo Dutti, Pull & Bear, etc.), Kering and LVMH . How the situation will develop further is unclear. But one thing is clear: these changes will probably lead to an increase in interest in Russian brands.",2
148,"American college style has taken the fashion world by storm. For example, bombers are now worn not only by football team players, but also by street style stars, among them guests of the Fall-Winter 2022 Fashion Weeks. They mainly preferred vintage models with colorful appliqués.",2
149,"Bombers were also presented by Matty Bovan at London Fall-Winter 2022 Fashion Week. The designer admits that he was inspired by punk style. In addition, Vetements and Versace had such jackets at the spring-summer 2022 shows, as well as Burberry and Givenchy at the 2022 cruise collections.",2
150,"Yesterday the first physical show of Cecilie Bahnsen took place in Paris. Danish designer and London-based Royal College of Art graduate Cecile Bunsen, whose airy “princess dresses” have become incredibly popular in 2020, showed on the catwalk everything that fashion influencers around the world love her brand for: doll-like, feminine, naive outfits, voluminous, but seemingly weightless silhouettes and a touching ""childishness"", which somehow coexists in her works with a complex design.",2
151,"We will never stop singing odes to French fashionistas - just look at the incredible Jane Birkin, Isabelle Adjani, Brigitte Bardot... Each had her own unique style, which glorified exquisite Parisian chic around the world. While casualness remains the secret ingredient to their success, it's always been based on practical pieces that are easy to mix and match. We have collected for you eight wardrobe items that we spied on in the accounts of Parisian fashionistas - let them help you put together a practical base that will not lose its relevance over time.",2
152,"Vest Yes, this is an eternal classic. She looks great with denim shorts on the beach, or with wool trousers and suede skirts in the city. Blue or black stripe - the choice is yours.",2
153,"Strict black loafers If classic loafers are experiencing a real boom in popularity this season, then they have never left the wardrobes of French women.",2
154,"If earlier it was believed that such a skirt was exclusively an attribute of a strict dress code, now, in the wake of the trend towards eclecticism, it can even be combined with things from an evening wardrobe. Beckham, for example, suggests wearing such a skirt with a bodysuit in sequins and over the knee boots. At Fendi, a sheer blouse complements a formal office skirt, and at Rochas, a gradient blue and gold brocade shirt. So, this model gets rid of the office label and may well become the basis of a basic wardrobe.",2
155,"At the current Fashion Weeks, one global trend has been identified - designers are not trying to surprise anyone. The collections are based on simple, well-known wardrobe items – for example, the new Bottega Veneta by Mathieu Blasy and Prada has a white T-shirt, Jil Sander has a classic jacket in basic shades, and Gucci, Sportmax and Tod’s have a gray coat. We usually say about the latter that this is a smart investment in the wardrobe, because the gray coat will definitely not become outdated and will not go out of fashion, and in the autumn-winter 2022 season it will be a trend at all.",2
156,"Yellow is the color of the sun, spring, fertility, sunflowers, wheat fields. We always look forward to March, because there is much more sun in our lives. For some reason, there are a lot of shades of the color of spring in the fall-winter 2022 collections of the current Fashion Weeks. This trend can be traced in the shows of Marni, MSGM, Botter and Nanushka, and Kwaidan Editions did not stand aside.",2
157,"We love the yellow trend. It is the color of spring, rebirth, life and prosperity. There is also a lot of yellow in the collection of Rushemi Botter for his brand Botter (previously he also served as creative director of Nina Ricci) - here it is bright, saturated, like the sun in children's drawings.",2
158,"Blue is the color of calmness, freedom and infinity. And also the color of a clear sky. Today, when we all hope that world peace is about to come, blue and all its shades seem to us more relevant than ever. When the Pantone Institute selected Deep Blue as the Color of 2020 for 2019, CEO Leatrice Eisman had this to say about Pantone: “In these days, the need for faith and trust is especially acute. And Classic Blue, a durable and reliable blue hue, conveys that sense of confidence and constancy that we can always rely on.",2
159,"There are never too many white shirts, just as there is no single right style. With straight sleeves or with flounces, cropped or elongated, loose or tight - in a well-composed basic wardrobe, there should be different models.",2
160,"The protagonist of the new MSGM collection is a Yves Klein patent coat, deep blue, like a clear sky on a summer night. Francesco Risso is experimenting with the same shade - the Marni fall-winter 2022 show opened the look with a knitted blue suit. By the way, note that in both cases, blue complements yellow - MSGM has a pastel one, while Marni has a saturated one. Such a combo, regardless of shade, is always a win-win. Blue pairs perfectly with basic shades - beige (for example, a blue shirt with a cream jacket), black (you can borrow a trick from the Molly Goddard show and wear a delicate frilly dress with black brutal or sports shoes). It is worth experimenting with total blue - your favorite jeans will come in handy here.",2
161,"The collection had a lot of menswear. As we recall, back in 2020, Alessandro Michele announced that he did not want to depend on seasonality, deadlines and gender settings, and therefore Gucci reduces the number of shows to two per year. But the designer still included his Exquisite collection in the schedule of the Fall-Winter 2022 Fashion Weeks. This does not mean that the brand will return to the principles that were before Michele's announcement. So, in Milan, where women's clothing has been presented since February 22, Gucci showed a collection almost entirely consisting of men's looks. Of course, such labels are completely redundant when it comes to this brand. “I thought it would be interesting, especially now that we can have a more open dialogue in the fashion world. I like to do things differently,” Michele said after the show. “Seven years ago I came here with a menswear collection and the reaction was like I ‘invented’ gender fluidity,” he recalls his first collection for Gucci.",2
162,"Collaboration with adidasThe collection was presented in collaboration with the adidas brand, which redefined sportswear in the 1970s and 1980s. This, of course, influenced the formation of Alessandro Michele's ideas about fashion. “Adidas has brought elegance to sportswear. I also tried to interpret this style in my own way. The result may seem simple, but the idea is really powerful,” he said. This was not an exaggeration. Despite the fact that we saw a mixture of styles on the catwalk, reflected in formal suits and evening dresses with elements of sportswear, this solution is not revolutionary in modern fashion. But at the same time, adidas' European roots made these looks different from the American sporty style that we usually see in fashion. The combination of oversized suits, luxurious jacquard coats and adidas logos had a classic 1980s gangster and retro aesthetic.",2
163,"Gucci and adidas logo accessories The Alessandro Michele show will be remembered for retro outfits, unexpected collaborations, club strobe lights, Bronski Beat's nostalgic soundtracks Smalltown Boy and Visage's Fade to Gray, as well as best-selling accessories. Large shoppers with bamboo handles, studded, studded or adidas stripes echoing the Gucci logo; unisex boots with lacing and large gold buttons on the sides; From baseball caps to swim caps and berets, adidas branded headwear is sure to be a must-have for fashionistas around the world.",2
164,"Victoria suggests wearing shoes and bright tights not only with evening, embroidered sequins, dresses, but also with voluminous anoraks, as well as with two coats at once (remember this trick from the Neil Barrett show? It looks like a trend is brewing). It is not necessary to wait for the coming autumn in order to try this trick - we have already collected for you bright tights and shoes that match each other in color. By the way, we advise you to experiment with the second term - loafers, for example, will become a worthy alternative to stilettos or heels.",2
165,"Moreover, Vaccarello also demonstrated the best way to wear such a dress right on the catwalk - with numerous massive bracelets and rings. So far, this look is our top favorite at Paris Fashion Week. In an almost identical image, by the way, just a couple of weeks ago, Kim Kardashian appeared in the video of the American Vogue Objects of Affection.",2
166,"The ""intermediate"" collection turned out to be very much in the spirit of Rushemi Botter and Lisi Herrebrug - exactly the same neon shades of green and blue are used, the silhouettes of outerwear are still voluminous, and elegant chiffon dresses, as before, merge here with outdoor elements. Unless there is not a hint of crazy hats that we will remember the era of Rushemi and Lisi.",2
167,"In fact, ballet shoes will never disappear from fashion without a trace. Despite the fact that their popularity subsided for a while, many fashionistas still had a pair of these shoes in their wardrobe. Especially often street style stars, actresses and models could be seen in iconic Chanel ballet flats. Back in 1957, Coco Chanel released slingbacks with an extended nose. Couturier has always been quite critical of her legs, so she made shoes that would visually lengthen them. Romy Schneider and Gina Lollobrigida and many other actresses became fans of this model. Today, the iconic two-tone shoes appear at Chanel every season in different iterations, including in the form of ballet flats. In one of them, Angelina Jolie appeared on the cover of British Vogue in March 2021.",2
168,"All the leather items you see in the Chloé fall-winter 2022 collection are made from the ""waste"" from Italian meat farms, working according to European environmental standards. “For me, leather is a by-product of the meat industry,” Hurst says, hinting that zero-waste production on agricultural farms reduces the exploitation of animals in the fashion industry. If we talk about the collection itself, we would single out leather trousers in it first of all. We dedicate several articles to them every year, and for good reason. Firstly, this pair can form the basis of the wardrobe. Secondly, leather trousers do not wear out for a long time, even if we are talking about artificial material, which means that such a purchase will be an important step towards the formation of your own conscious approach.",2
169,"It is believed that if you look at shades of blue, breathing slows down, muscle tension weakens. But the main thing is the color of world peace. So, after the Second World War, the UN issued blue helmets, symbolizing liberation and goodness. Designers turned to the heavenly palette this season - in the collections of the autumn-winter 2022 season, we noticed a lot of shades of a peaceful sky.",2
170,"Designer Igor Chapurin presented a haute couture collection of 27 outfits at Moscow Fashion Week, and each one is unique. Created almost entirely by hand, of course, in a single copy. Despite the fact that it is haute couture, the models are devoid of excessive theatricality and can be easily imagined on any woman. At the first Moscow Fashion Week in the history of the capital, Igor Chapurin presents the Anthology haute couture collection. In it, the designer tries to rethink his heritage in the world of high fashion.",2
171,"Corsets, contrasting colors, bodycon silhouettes - Versace style sensuality Donatella focused on the construction: the silhouettes of the dresses are fitted exactly to the figure. And the key element was the corset bustier - not only as a top or top of a dress, but even as part of a down jacket.",2
172,"Sexy long gloves and very high boots The sensual aesthetic of the outfits is emphasized by long, tight accessories and shoes that seem to be an extension of the clothes themselves. The stars of the show are over-the-knee boots made of shiny vinyl material. With such it will definitely be convenient to wear trendy mini. In the new season, Versace continues to sing an ode to the high platform. Another form-fitting element of the show is long gloves that completely repeat the color of the top, which makes the whole look more harmonious.",2
173,"Celebrities on the runwayIn the 1990s, Gianni Versace created what is known as a model cult. For the designer, the fashion models embodied the essence of the brand, its concept of beauty. Just as Naomi Campbell, Linda Evangelista, Carla Bruni, Claudia Schiffer and Helena Christensen personified the Versace universe, Vittoria Ceretti, Bella and Gigi Hadid, Emily Ratajkowski and Lila Moss represent the brand today.",2
174,"Fendi Bag, Barneys Special CollectionIn 2008, the creative director of the legendary New York department store Barneys, Simon Doonan, decided to celebrate the 50th anniversary of the CND mark. To develop the Peace and Love special collection, Doonan enlisted key fashion industry players: Alber Elbaz (then at Lanvin), Nicolas Ghesquière (then at Balenciaga), as well as Alexander Wang, Phillip Lim and even Karl Lagerfeld. “Today, a lot of people don’t know that this symbolism is associated with the Nuclear Disarmament Campaign,” Simon Doonan told The Guardian. “But she still sends people a positive message of peace and love.” Finding pictures of a complete collection (and even in good quality) is an extremely difficult task today. But the Internet remembers one of its most striking items - a Fendi leather baguette with a CND key fob, which was created for Barneys by Karl Lagerfeld.",2
175,"Brand kimono style https://instagram.com/kimono.style?igshid=YmMyMTA2M2Y=Russian brand of women's clothing created by stylist Alina FominaComfort and freedom, the basis of all brand collections. The DNA of the brand is kimono style and oversize, size range from 42 to 56. Own production in MoscowUnique, designer items at pleasant pricesFast and affordable delivery across RussiaThere is an installment planOnly with a promo code: - Free consultation from a stylist - White oversized shirt as a gift (from any purchase amount) You can also place an order through the telegram channel https://t. me/kimonostyleAnd through a group in VK https://vk.com/kimono.styleYour promo code for a discount of 500₽ -telegram.kimono",2
176,"Sweater Dior, collection autumn-winter 2018The demonstrations were also inspired by the creative director of Dior, Maria Grazia Chiuri, while working on the autumn-winter 2018 collection. True, not to the feminist, but to the youth that took place in Paris in May 1968 against the background of the economic downturn and which eventually led to a change in the government of France. And although the pacifist sign is not directly related to the theme of those strikes, it is certainly associated with such events - that's why the designer placed it on a relaxed gray sweater. Which, by the way, has become one of the brightest items of that collection.",2
177,"Moschino dress, spring-summer 2010 collection There is no romantic story behind this Moschino dress, which was presented by the former creative director of the brand Rossella Yardini in the spring-summer 2010 collection. It is all the more interesting that this case of using pacific in the history of the fashion house is still regularly found on social networks and on Pinterest - an interesting design does not lose its relevance.",2
178,"🏖WHAT TO DO WHEN EVERYONE HAS A VACATION? It's simple - look for alternative accommodation options, spend precious time on this and form new partners. 💸But what if we tell you that we have accommodation sites? Not 3-5 channels, but let's say - more than 5,000 on a variety of topics? TGMPROMO offers you turnkey work, selection of channels and placement in them, meeting targets and, most importantly, the opportunity to go on vacation on time. With us - urban projects, design and construction, telegram news and sports channels, esotericism, fitness, parent chats and many others.⚡️Do not neglect your time, go to TGMPROMO and prepare your suitcases!",2
179,"Top Monse, 2022Oscar de la Renta alumni Laura Kim and Fernando Garcia, who launched their Monse brand in 2015, also used this symbol. True, these designers refer buyers not to the 1950s and not to the 1960s, but to the 1970s, when the hippies appropriated the Pacific. By the way, this knitted top is the only thing from the entire collection that you can still buy. On the official website of Monse, it is presented in all sizes and costs $550.",2
180,"LOVERS IN THE BAR ❤️‍🔥 You sit in the bar and sip 🍹 Stockings and no underwear under your evening dress. Suddenly, a strange hand touches your back: “Can I treat you to another 🍸?” This is your partner who is standing behind you and pretending that he does not know you. Continuation of the game ⬇️https://t.me/filippovaanastasiya/2214",2
181,"The Saint Laurent fall-winter 2022 collection will be presented in the brand's boutiques in Tretyakovskiy proezd and Barvikha Luxury Village, as well as in the brand's corner in TSUM in the second half of 2022. In the meantime, we've rounded up the best options to play with any look, from the classic single-breasted Totême to the unisex Ushatava blazer.",2
182,"Summer has come. It brings not so much joy, but the sun outside the window in the capital still inspires hope for a brighter future. Put on your sunglasses and go enjoy the first rays. Such is their function - to improve mood and overall health. Therefore, today, when anxiety and a state of helplessness seizes you, go outside to breathe still frosty air and warm your face under the already slightly warm July 1 sun.",2
183,"The quilted jacket is Queen Elizabeth II's favorite wardrobe itemEverything that Queen Elizabeth II puts on is worth taking into account for anyone who wants to create a timeless wardrobe. A silk scarf, a tweed suit with a skirt, a quilted jacket - the latter will come in handy in the spring, and not only this one, it will help you out for many years in the warm season.",2
184,"The low-cut midi skirt has become one of the key elements of the Miu Miu collection for the spring-summer 2022 season (although the beige extramini from that collection still went to the covers, red carpets and influencers' Instagrams). And in the fall-winter 2022 season, which brands are now presenting on the catwalks of New York, London, Milan and Paris, a long skirt that exposes the stomach also rules the show.",2
185,"Last fall, during the Spring-Summer 2022 Fashion Weeks, dresses with slits literally filled the catwalks. The f-trend platform was not too lazy and counted how many times all kinds of holes in fabrics appeared on shows of large and small brands. The figure turned out to be really impressive - as much as ten percent of the ten thousand things that 400 designers presented were somehow cut or cut in different places: on the shoulders, hips, chest and even the stomach. And sometimes everywhere at once. Prabal Gurung, David Koma, Saint Laurent, Christian Siriano, Versace, Alberta Ferretti, Roberto Cavalli and, of course, Nensi Dojaka are just a microscopic portion of brands that believe that we cannot do without a dress with holes in the coming spring.",2
186,"It is not necessary to wait for reports on the Weeks of London, the current Milan and the upcoming Paris - the fact that this trend will continue to gain momentum and strengthen its position is already obvious. Therefore, we have no choice but to offer you to try on such a dress too!",2
187,"White T-shirts, jeans and fringed leather skirts The show opens with a simple but effective look - a white T-shirt in tandem with jeans. Blasi's creative ambition is to combine elegance and comfort. Throughout the runway, we also saw comfy lightweight pants in neutral hues and oversized pieces that let you move freely.",2
188,"For a more dynamic look with skirts and dresses, Blasi pairs it with high boots in a range of hues from cream to silver to pine green, or matching fringe petticoats to match the look.",2
189,"Guillaume Henri's Patou is frills, feathers, bows, bright colors and ornaments. In other words, things that literally scream: ""A holiday that is always with you!"" is the slogan that has become the trend of the autumn-winter 2021 season. In this way, Henri is trying to preserve the philosophy of the fashion house. “Patou has always been high fashion and I try to stick to it, only now creating collections for life,” he said after the presentation of the debut collection for the brand in 2019. This season, the designer’s mood turned out to be rather sporty – unexpectedly, in the Patou autumn-winter 2022 collection, there were rubber boots without a heel, in which you can also go hiking. The candy palette here is diluted with black, dark blue and khaki, and the silhouettes have become simpler and more concise and not just for life, but for every day.",2
190,"In winter, the fashion house Nina Ricci presented the lookbook of the fall-winter 2022 collection, the first to be released by the brand after parting ways with creative directors Rushemi Botter and Lisi Herrebrug. The Nina Ricci team worked independently on this “intermediate” (because next season the brand will start inviting “temporary” creative directors for cooperation) collection under the strict guidance of design director Nana Bar (who held the same post for about twenty years before Nina Ricci in Yves Saint Laurent).",2
191,"But there is a magnificent long single-breasted pale pink coat with three buttons, which opens the lookbook. This is definitely one of the strongest elements of the collection. His team, Nina Ricci, suggests wearing it with wide-leg khaki cotton trousers (won't be surprised if cargo is the most popular in 2022), and we really like this combination.",2
192,"Victoria Beckham is an example of a business style. Dress pants, pencil skirts and tucked-in shirts, paired with the indispensable high heels, her vision of her own wardrobe became the basis of her brand, launched in 2008. This approach continues even now - in the new collection of Victoria Beckham fall-winter 2022, we again see win-win ideas for the office, and the strict midi skirt becomes their main component.",2
193,"Plaid, striped, skinny or A-line, with or without a belt - this is a trend that will return from time to time, take note",2
194,"This collection featured more vibrant colors than all of Cecile's previous collections combined. The designer painted dresses and skirts in bright red, rich green, sky blue and blue. And although we liked all the 30 looks shown on the catwalk, we wanted to repeat exactly the one in which Cecile herself bowed at the end of the show.",2
195,"A black jacket is the basis of any wardrobe and a timeless thing that will come in handy in any life situation (sorry for the banality, but it's true). If you have now decided to invest only in basic things, then this is exactly the case. Source of inspiration? The new Saint Laurent fall-winter 2022 collection, in which Anthony Vaccarello presented several models at once: with elegant lapels, and with voluminous sleeves, and basic options (however, simplicity does not make them less attractive). Of course, jackets have always been a hallmark of Saint Laurent. Perhaps the fact is that they have a unique ability to turn their owner into a power lady who is self-confident, has her own opinion and is always true to her principles. Are you ready to join?",2
196,"A minimalist long-sleeve dress is a must-have for Saint Laurent's wardrobe.Last night, the Saint Laurent Fall-Winter 2022 show took place in Paris, and the 56 looks shown by the creative director of the brand were, as always, magnificent. Especially the dress of a minimalistic, ""clean"" silhouette - with a high collar, long sleeves and a skirt diverging downwards. Like a relaxed, more casual take on the mermaid dress. His designer presented in two colors - white and black. Both are made of thin jersey, but if the white dress almost envelops the figure, then the black silhouette is a little more loose and with shoulder pads.",2
197,"The House of Bulgari, together with Vogue Italia, presented the B.zero1 Avrora Awards, honoring women innovators in various fields. The event was held at Milan's Bocconi University. It was the first ceremony in Europe - the award was originally established in 2016 in Japan, and then took place in China. As a reminder, for the European “release” of the Avrora Awards, Bulgari prepared a new ring from the B.zero1 collection, which is important for the history of the House – this is also reflected in the name of the award. On behalf of Bulgari, Jean-Christophe Babin, CEO of the Bulgari group of companies, attended the ceremony, as well as the spouses Nicola and Beatrice Bulgari.",2
198,"Before the pandemic, heavy chunky sneakers and boots were especially popular, during the lockdown everyone focused on more comfortable shoes, like sneakers or slippers, and now we are seeing a revival of a model that everyone seems to have forgotten about - ballet flats. It's time to turn to the style of Kate Moss - these shoes have always been one of her favorites, especially when combined with mini and skinny jeans.",2
199,"Gabriela Hirst is one of those designers whose collections should not just be looked at, but studied. Her label Gabriela Hearst and Chloé, where she has been creative director since last year, hides not only an important eco-initiative, but also concern for those who will wear these clothes (remember the pockets with silver particles that prevent radiation from smartphones?). For fall-winter 2022, Hirst created an entire capsule wardrobe made of leather for Chloé, and although it is not eco-leather, there is also a conscious approach here.",2
200,"It is believed that if you look at shades of blue, breathing slows down, muscle tension weakens. But the main thing is the color of world peace. So, after the Second World War, the UN issued blue helmets, symbolizing liberation and goodness. Designers turned to the heavenly palette this season - in the collections of the autumn-winter 2022 season, we noticed a lot of shades of a peaceful sky.",2
201,"Blue never goes out of style - out of the season of colors of daytime and evening clear skies, you can repeat the tricks from the latest collections. If you understand what suits you!",2
202,"London - William Vintage and Rellik Whether Amal Clooney wore a stunning Greek-inspired gown to one of her last Buckingham Palace parties or Meghan Markle's royally elegant coats, head to William Vintage in London's Marylebone for this style. And don't be surprised to see Victoria Beckham shopping there. Here you will find items from the archive collections of Dior, Chanel, Versace, Courrèges, Balenciaga, Alexander McQueen, Yves Saint Laurent and Gucci from the time of Tom Ford.",2
203,"Milan - Vintage Delirium by Franco IacassiIt is said that some designers often go to Vintage Delirium, founded by the famous Italian collector Franco Iacassi, in search of inspiration. Chiara Ferragni and Attico brand founder Giorgia Tordini like to shop here. “If you are looking for Yves Saint Laurent of the 1960s and 1970s, you are here - there are a lot of dresses, shirts and belts in immaculate condition,” Tordini shares an insider.",2
204,"Anyone on the hunt for old Céline should definitely add Paloma Vintage to their shopping list. “I always buy only what I would wear myself, that’s my main principle,” says Paloma Vintage owner Ferial Berry, whose own wardrobe consists mainly of vintage jackets and dresses, like Michelle Pfeiffer in Scarface. Store offers a wide selection of Chanel, Ralph Lauren, Emanuel Ungaro, Loewe, Oscar de la Renta, Missoni, Dior and items from major department stores like Saks Fifth Avenue.",2
205,"Sydney - Blue Spinach Blue Spinach is located in the suburbs of Sydney, in the Darlinghurst area, and is considered the main second-hand store in Australia. Here you will find clothes and accessories from the women's and men's collections of Balmain, Yves Saint Laurent, Tom Ford, Balenciaga, Hermès, Chanel, Louis Vuitton, Gucci, Christian Dior, Valentino, Lanvin, Givenchy, Dolce & Gabbana, Alexander McQueen, Fendi, Céline and many others. “Now the most active buyers from us are waist bags, mini-bags and bags with a long strap,” says Jane Thompson, co-founder of Blue Spinach.",2
206,"Where to find bright summer looks with discounts up to 50%? Check out HC! 🌼It's up to you to decide how you see yourself this summer, because the HC presents clothes from European brands: Boss, Emporio Armani, Escada, Guess, Hugo, Penny Black, Tom Tailor and many others. Create bright and rich or delicate and pastel images with us!👉 Subscribe!",2
